xxxx;;;;;;;;;;;;;;x
END_GUARANTEE_EFFECT;$COUNTRY$ 终止了对 $TARGET_COUNTRY$ 提供的独立保障。\n;$COUNTRY$ arr阾era de se porter garant pour $TARGET_COUNTRY$.\n;$COUNTRY$ beendet Garantie f黵 $TARGET_COUNTRY$.\n;;$COUNTRY$ cesar?de garantizar a $TARGET_COUNTRY$.\n;;;;;;;;;x
GRANT_MILITARY_ACCESS_EFFECT;$TARGET_COUNTRY$ 向 $COUNTRY$ 提供了军事通行权。\n;$COUNTRY$ accordera un acc鑣 militaire ?$TARGET_COUNTRY$.\n;$COUNTRY$ gew鋒rt $TARGET_COUNTRY$ Milit鋜zugang.\n;;$COUNTRY$ conceder?a $TARGET_COUNTRY$ acceso militar.\n;;;;;;;;;x
REVOKE_MILITARY_ACCESS_EFFECT;$COUNTRY$ 取消了在 $TARGET_COUNTRY$ 的军事通行权。\n;$COUNTRY$ annulera l'acc鑣 militaire accord??$TARGET_COUNTRY$.\n;$COUNTRY$ entzieht Milit鋜zugang f黵 $TARGET_COUNTRY$.\n;;$COUNTRY$ revocar?el acceso militar a $TARGET_COUNTRY$.\n;;;;;;;;;x
START_NON_AGGRESSION_PACT_EFFECT;$COUNTRY$ 与 $TARGET_COUNTRY$ 签订了互不侵犯条约。\n;$COUNTRY$ commencera ?appliquer un pacte de non agression sign?avec $TARGET_COUNTRY$.\n;$COUNTRY$ unterzeichnet Nichtangriffspakt mit $TARGET_COUNTRY$.\n;;$COUNTRY$ iniciar?un pacto de no agresi髇 con $TARGET_COUNTRY$.\n;;;;;;;;;x
END_NON_AGGRESSION_PACT_EFFECT;$COUNTRY$ 终止了与 $TARGET_COUNTRY$ 之间的互不侵犯条约。\n;$COUNTRY$ cessera d'appliquer le pacte de non agression sign?avec $TARGET_COUNTRY$.\n;$COUNTRY$ beendet Nichtangriffspakt mit $TARGET_COUNTRY$.\n;;$COUNTRY$ finalizar?un pacto de no agresi髇 con $TARGET_COUNTRY$.\n;;;;;;;;;x
LEAVE_ALLIANCE_EFFECT;$COUNTRY$ 终止了与 $TARGET_COUNTRY$ 的盟约。\n;$COUNTRY$ rompra l'alliance avec $TARGET_COUNTRY$.\n;$COUNTRY$ verl鋝st B黱dnis mit $TARGET_COUNTRY$.\n;;$COUNTRY$ romper?la alianza con $TARGET_COUNTRY$.\n;;;;;;;;;x
REPLACE_MINISTER_EFFECT;$NAME$ 担任了 $POSITION$。\n;$NAME$ deviendra $POSITION$.\n;$NAME$ wird $POSITION$.\n;;$NAME$ se convertir?en $POSITION$.\n;;;;;;;;;x
END_WAR_EFFECT;$COUNTRY$ 与 $TARGET_COUNTRY$ 不再互相敌对了。\n;$COUNTRY$ et $TARGET_COUNTRY$ ne seront plus ennemis.\n;$COUNTRY$ und $TARGET_COUNTRY$ sind nicht l鋘ger Feinde.\n;;$COUNTRY$ y $TARGET_COUNTRY$ no seguir醤 siendo enemigos.\n;;;;;;;;;x
JOIN_ALLIANCE_EFFECT;$COUNTRY$ 加入了 $TARGET_COUNTRY$ 的同盟。\n;$COUNTRY$ rejoindra l'alliance avec $TARGET_COUNTRY$.\n;$COUNTRY$ geht ein B黱dnis ein mit $TARGET_COUNTRY$.\n;;$COUNTRY$ se unir?a la alianza con $TARGET_COUNTRY$.\n;;;;;;;;;x
START_WAR_EFFECT;$COUNTRY$ 与 $TARGET_COUNTRY$ 成为了敌对关系。\n;$COUNTRY$ et $TARGET_COUNTRY$ deviennent ennemis.\n;$COUNTRY$ und $TARGET_COUNTRY$ werden zu Feinden.\n;;$COUNTRY$ y $TARGET_COUNTRY$ se convertir醤 en enemigos.\n;;;;;;;;;x
REMOVE_PROVINCE_CRUDE_OIL_EFFECT;在 $PROVINCE$ 失去了 $VALUE$ 原油。\n;;$VALUE$ bt Roh鰈 in $PROVINCE$ ein.\n;;Pierde $VALUE$ crudo en $PROVINCE$.\n;;;;;;;;;x
ADD_THREAT_EFFECT;$COUNTRY$ 对 $TARGET_COUNTRY$ 产生了 $VALUE$ 威胁。\n;La menace de $COUNTRY$ envers $TARGET_COUNTRY$ cro顃 de $VALUE$.\n;$COUNTRY$ steigert Bedrohung gegen $TARGET_COUNTRY$ um $VALUE$.\n;;$COUNTRY$ gana $VALUE$ amenazando a $TARGET_COUNTRY$.\n;;;;;;;;;x
REMOVE_THREAT_EFFECT;$COUNTRY$ 取消了针对 $TARGET_COUNTRY$ 的 $VALUE$ 威胁。\n;La menace de  $COUNTRY$ envers $TARGET_COUNTRY$ d閏roit de $VALUE$.\n;$COUNTRY$ verliert an Bedrohung gegen $TARGET_COUNTRY$ um $VALUE$.\n;;$COUNTRY$ pierde $VALUE$ amenazando a $TARGET_COUNTRY$.\n;;;;;;;;;x
ADD_PROVINCE_CRUDE_OIL_EFFECT;在 $PROVINCE$ 获得了 $VALUE$ 原油。\n;Gain de $VALUE$ en p閠role but ?$PROVINCE$.\n;$VALUE$ erlangt Roh鰈 in $PROVINCE$.\n;;Gana $VALUE$ crudo en $PROVINCE$.\n;;;;;;;;;x
REMOVE_PROVINCE_METAL_EFFECT;在 $PROVINCE$ 失去了 $VALUE$ 金属。\n;Perte de $VALUE$ en m閠aux ?$PROVINCE$.\n;$VALUE$ bt Metalle in $PROVINCE$ ein.\n;;Pierde $VALUE$ metal en $PROVINCE$.\n;;;;;;;;;x
ADD_PROVINCE_METAL_EFFECT;在 $PROVINCE$ 获得了 $VALUE$ 金属。\n;Gain de $VALUE$ en m閠aux ?$PROVINCE$.\n;$VALUE$ erlangt Metalle in $PROVINCE$.\n;;Gana $VALUE$ metal en $PROVINCE$.\n;;;;;;;;;x
REMOVE_PROVINCE_ENERGY_EFFECT;在 $PROVINCE$ 失去了 $VALUE$ 能源。\n;Perte de $VALUE$ en 閚ergie ?$PROVINCE$.\n;$VALUE$ bt Energie in $PROVINCE$ ein.\n;;Pierde $VALUE$ energ韆 en $PROVINCE$.\n;;;;;;;;;x
ADD_PROVINCE_ENERGY_EFFECT;在 $PROVINCE$ 获得了 $VALUE$ 能源。\n;Gain de $VALUE$ en 閚ergie ?$PROVINCE$.\n;$VALUE$ erlangt Energie in $PROVINCE$.\n;;Gana $VALUE$ energ韆 en $PROVINCE$.\n;;;;;;;;;x
REMOVE_PROVINCE_RARE_MATERIALS_EFFECT;在 $PROVINCE$ 失去了 $VALUE$ 稀有原料。\n;Perte de $VALUE$ en mat閞iaux rares ?$PROVINCE$.\n;$VALUE$ bt seltene Materialien in $PROVINCE$ ein.\n;;Pierde $VALUE$ materiales raros en $PROVINCE$.\n;;;;;;;;;x
ADD_PROVINCE_RARE_MATERIALS_EFFECT;在 $PROVINCE$ 获得了 $VALUE$ 稀有原料。\n;Gain de $VALUE$ en mat閞iaux rares ?$PROVINCE$.\n;$VALUE$ erlangt seltene Materialien in $PROVINCE$.\n;;Gana $VALUE$ materiales raros en $PROVINCE$.\n;;;;;;;;;x
REMOVE_PROVINCE_SUPPLIES_EFFECT;在 $PROVINCE$ 失去了 $VALUE$ 补给。\n;Perte de $VALUE$ en ravitaillement ?$PROVINCE$.\n;$VALUE$ bt Nachschub in $PROVINCE$ ein.\n;;Pierde $VALUE$ suministros en $PROVINCE$.\n;;;;;;;;;x
ADD_PROVINCE_SUPPLIES_EFFECT;在 $PROVINCE$ 获得了 $VALUE$ 补给。\n;Gain de $VALUE$ en ravitaillement ?$PROVINCE$.\n;$VALUE$ erlangt Nachschub in $PROVINCE$.\n;;Gana $VALUE$ suministros en $PROVINCE$.\n;;;;;;;;;x
REMOVE_PROVINCE_MONEY_EFFECT;在 $PROVINCE$ 失去了 $VALUE$ 金钱。\n;Perte de $VALUE$ en argent ?$PROVINCE$.\n;$VALUE$ bt Geld in $PROVINCE$ ein.\n;;Pierde $VALUE$ dinero en $PROVINCE$.\n;;;;;;;;;x
ADD_PROVINCE_MONEY_EFFECT;在 $PROVINCE$ 获得了 $VALUE$ 金钱。\n;Gain de $VALUE$ en argent ?$PROVINCE$.\n;$VALUE$ erlangt Geld in $PROVINCE$.\n;;Gana $VALUE$ dinero en $PROVINCE$.\n;;;;;;;;;x
CREATE_VASSAL_EFFECT;$TARGET_COUNTRY$ 成为了 $COUNTRY$ 控制的傀儡国。\n;$TARGET_COUNTRY$ devient un 閠at fantoche de $COUNTRY$.\n;$TARGET_COUNTRY$ wird zur Marionette von $COUNTRY$.\n;;$TARGET_COUNTRY$ se convierte en un t韙ere de $COUNTRY$.\n;;;;;;;;;x
ADD_BUILDING_EFFECT; $PROVINCE$ 获得了一个 $VALUE$ 级别的 $BUILDING$ 。\n;Gain d'un b鈚iment $BUILDING$ de niveau $VALUE$ ?$PROVINCE$.\n;Bau von $BUILDING$ der Stufe $VALUE$ in $PROVINCE$.\n;;Gana un $BUILDING$ con nivel $VALUE$ en $PROVINCE$.\n;;;;;;;;;x
REMOVE_BUILDING_EFFECT; $PROVINCE$ 的 $BUILDING$ 变为了 $VALUE$ 级别。\n;D閒inir ?$VALUE$ le niveau du b鈚iment $BUILDING$ ?$PROVINCE$.\n;$BUILDING$ nun auf Stufe $VALUE$ in $PROVINCE$.\n;;Establece $BUILDING$ al nivel $VALUE$ en $PROVINCE$.\n;;;;;;;;;x
ADD_ORGANISATION_POPULARITY_EFFECT;$IDEOLOGY$ 得到了 $ORGANISATION$ 组织度和 $POPULARITY$ 支持率。\n;L'id閛logie $IDEOLOGY$ procure un gain de $ORGANISATION$ en organisation et de $POPULARITY$ en popularit椐W.\n;$IDEOLOGY$ erlangt $ORGANISATION$ an Organisation und $POPULARITY$ an Beliebtheit.\n;;$IDEOLOGY$ gana $ORGANISATION$ en organizaci髇 y $POPULARITY$ en popularidad.\n;;;;;;;;;x
REMOVE_ORGANISATION_POPULARITY_EFFECT;$IDEOLOGY$ 失去了 $ORGANISATION$ 组织度和 $POPULARITY$ 支持率。\n;L'id閛logie $IDEOLOGY$ produit une perte de $ORGANISATION$ en organisation et de $POPULARITY$ en popularit椐W.\n;$IDEOLOGY$ verliert $ORGANISATION$ an Organisation und $POPULARITY$ an Beliebtheit.\n;;$IDEOLOGY$ pierde $ORGANISATION$ en organizaci髇 y $POPULARITY$ en popularidad.\n;;;;;;;;;x
ADD_NEUTRALITY_EFFECT;$COUNTRY$ 获得了 $VALUE$ 中立性。\n;La neutralit?du pays $COUNTRY$ augmente de $VALUE$.\n;$COUNTRY$ erlangt $VALUE$ an Neutralit鋞.\n;;$COUNTRY$ gana $VALUE$ en neutralidad.\n;;;;;;;;;x
REMOVE_NEUTRALITY_EFFECT;$COUNTRY$ 失去了 $VALUE$ 中立性。\n;La neutralit?du pays $COUNTRY$ r間resse de $VALUE$.\n;$COUNTRY$ verliert $VALUE$ an Neutralit鋞.\n;;$COUNTRY$ pierde $VALUE$ en neutralidad.\n;;;;;;;;;x
ADD_DISSENT_EFFECT;获得了 $VALUE$ 不满度。\n;Augmentation de $VALUE$ de dissidence.\n;Unmut um $VALUE$ gesteigert.\n;;Gana $VALUE$ en disenci髇.\n;;;;;;;;;x
REMOVE_DISSENT_EFFECT;失去了 $VALUE$ 不满度。\n;Baisse de $VALUE$ de dissidence.\n;Unmut um $VALUE$  verringert.\n;;Pierde $VALUE$ en disenci髇.\n;;;;;;;;;x
FORM_GOVERMENT_IN_EXILE;组建流亡政府。\n;Former un gouvernement en exil.\n;Exilregierung bilden.\n;;Forma un gobierno en el exilio.\n;;;;;;;;;x
REVOKE_GOVERMENT_IN_EXILE;解散流亡政府。\n;Destituer le gouvernement en exil.\n;Exilregierung aufl鰏en.\n;;Revoca el gobierno en el exilio.\n;;;;;;;;;x
ADD_RULING_PARTY_ORG_EFFECT;$NAME$ 获得了 $VALUE$ 组织度。;L'organisation de $NAME$ augmente de $VALUE$.;$NAME$ erlangt $VALUE$ an Organisation.;;$NAME$ gana $VALUE$ en organizaci髇.;;;;;;;;;x
REMOVE_RULING_PARTY_ORG_EFFECT;$NAME$ 失去了 $VALUE$ 组织度。\n;L'organisation de $NAME$ diminue de $VALUE$.\n;$NAME$ verliert $VALUE$ an Organisation.\n;;$NAME$ pierde $VALUE$ en organizaci髇.\n;;;;;;;;;x
ADD_RULING_PARTY_POP_EFFECT;$NAME$ 获得了 $VALUE$ 人力。\n;La popularit?de $NAME$ augmente de $VALUE$.\n;$NAME$ erlangt $VALUE$ an Beliebtheit.\n;;$NAME$ gana $VALUE$ en popularidad.\n;;;;;;;;;x
REMOVE_RULING_PARTY_POP_EFFECT;$NAME$ 失去了 $VALUE$ 人力。\n;La popularit?de $NAME$ baisse de $VALUE$.\n;$NAME$ bt $VALUE$ an Beliebtheit ein.\n;;$NAME$ pierde $VALUE$ en popularidad.\n;;;;;;;;;x
JOIN_FACTION_EFFECT;加入 $FACTION$。\n;Rejoindre $FACTION$.\n;$FACTION$ beitreten.\n;;Se une a $FACTION$.\n;;;;;;;;;x
LEAVE_FACTION_EFFECT;脱离 $FACTION$。\n;Quitter $FACTION$.\n;$FACTION$ verlassen.\n;;Abandona $FACTION$.\n;;;;;;;;;x
SPLIT_TROOPS_EFF; $NAME$获得了 $VALUE$% 的军事力量。\n;Gain de $VALUE$% de toutes les forces militaires de $NAME$.\n;Erlangt $VALUE$% aller Streitkr鋐te von $NAME$.\n;;Gana $VALUE$% de todas las fuerzas militares de $NAME$.\n;;;;;;;;;x
