xxxx;;;;;;;;;;;;;;x
PATROLTRACK_SETUP;当巡逻队发现舰队时;Lorsqu'une patrouille trouve une flotte;Wenn eine Patrouille eine Flotte findet;;Cuando una patrulla encuentra una flota;;;;;;;;;x,,,,,,
PATROLTRACK_HEADER;$chief_of_navy$报告;Rapports de $chief_of_navy$.;$chief_of_navy$ berichtet:;;$chief_of_navy$ informa.;;;;;;;;;x,,,,,,
PATROLTRACK_1;接触;Contact !;Kontakt!;;ontacto!;;;;;;;;;x,,,,,,
PATROLTRACK_2;$MONARCHTITLE$,;$MONARCHTITLE$,;$MONARCHTITLE$,;;$MONARCHTITLE$, el;;;;;;;;;x,,,,,
NAVALATTACKTHEM_2;$MONARCHTITLE$，我方海军在以下海域遭遇敌方海军;$MONARCHTITLE$, notre marine a engag?le combat avec des navires ennemis dans la province;$MONARCHTITLE$, unsere Flotte befindet sich im Kampf mit feindlichen Schiffen in;;$MONARCHTITLE$, nuestra marina ha entablado combate con barcos enemigos en;;;;;;;;;x,,,,,
NAVALATTACKTHEM_3;$PROV$.;$PROV$.;$PROV$.;;$PROV$.;;;;;;;;;x,,,,,,
NAVALATTACKTHEM_4;敌方舰队由$DEFENDER$的船只组成;Une flotte ennemie compos閑 de navires de $DEFENDER$ sera d閠ruite par;Eine feindliche Flotte aus $DEFENDER$ wird zerst鰎t werden von;;Una flota enemiga compuesta por buques de $DEFENDER$ ser?destruida por;;;;;;;;;x,,,,,,
NAVALATTACKTHEM_5;$ATTUNIT$\n攻击\n$DEFUNIT$;$ATTUNIT$\nattaquant\n$DEFUNIT$.;$ATTUNIT$\nattackiert\n$DEFUNIT$;;$ATTUNIT$\natacando a\n$DEFUNIT$;;;;;;;;;x,,,,,,
NAVALATTACKTHEM_6;*;*;*;;*;;;;;;;;;x,,,,,,
NAVALATTACKTHEM_LOG;我方海军在$PROV$遭遇敌方舰队。;Notre marine a engag?le combat avec une flotte ennemie dans la province $PROV$.;Unsere Flotte befindet sich im Kampf mit feindlichen Schiffen in $PROV$.;;Nuestra marina ha entablado combate con una flota hostil en $PROV$.;;;;;;;;;x,,,,,,
NAVALATTACKTHEM_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
NAVALATTACKTHEM_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
NAVALATTACKTHEM_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
NAVALATTACKTHEM_MAP;遭遇敌方舰队!;*;*;;*;;;;;;;;;x,,,,,,
NAVALATTACKUS_SETUP;当我方海军遭到敌军攻击时;Lorsque l'une de nos marines est attaqu閑 par l'ennemi;Wenn eine unserer Flotten vom Feind angegriffen wird;;Cuando una de nuestras armadas es atacada por el enemigo;;;;;;;;;x,,,,,,
NAVALATTACKUS_HEADER;$chief_of_navy$ 报告;$chief_of_navy$ signale que;$chief_of_navy$ berichtet:;;$chief_of_navy$ informa de;;;;;;;;;x,,,,,,
NAVALATTACKUS_1;舰队遭到攻击!;notre marine est attaqu閑 !;Unsere Flotte wird angegriffen!;;st醤 atacando a nuestra armada!;;;;;;;;;x,,,,,,
NAVALATTACKUS_2;$MONARCHTITLE$，我方海军在以下海域遭到敌方舰队攻击;$MONARCHTITLE$, notre marine a 閠?attaqu閑 par des navires ennemis dans la province;$MONARCHTITLE$, unsere Schiffe wurden angegriffen von feindlichen Schiffen in;;$MONARCHTITLE$, buques enemigos han entablado combate con nuestra armada en;;;;;;;;;x,,,,,
NAVALATTACKUS_3;$PROV$。;$PROV$.;$PROV$.;;$PROV$.;;;;;;;;;x,,,,,,
NAVALATTACKUS_4;敌方舰队由$ATTACKER$的船只组成;Une flotte ennemie compos閑 de navires de $ATTACKER$ et de;Eine feindliche Flotte aus $ATTACKER$ mit;;una flota enemiga compuesta de buques de $ATTACKER$ con;;;;;;;;;x,,,,,,
NAVALATTACKUS_5;$ATTUNIT$\n攻击我方\n$DEFUNIT$;$ATTUNIT$\nattaquant nos\n$DEFUNIT$.;$ATTUNIT$\nattackiert unsere\n$DEFUNIT$;;$ATTUNIT$\natacando a nuestro\n$DEFUNIT$;;;;;;;;;x,,,,,,
NAVALATTACKUS_6;*;*;*;;*;;;;;;;;;x,,,,,,
NAVALATTACKUS_LOG;在$PROV$的我方舰队正遭受来自敌舰的攻击。;Notre flotte est attaqu閑 par des navires ennemis dans la province $PROV$.;Unsere Flotte in $PROV$ wird von feindlichen Schiffen angegriffen.;;Nuestra flota en $PROV$ est?siendo atacada por buques hostiles.;;;;;;;;;x,,,,,,
NAVALATTACKUS_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
NAVALATTACKUS_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
NAVALATTACKUS_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
NAVALATTACKUS_MAP;舰队遭到攻击!;*;*;;*;;;;;;;;;x,,,,,,
AIRATTACKTHEM_SETUP;当我方空军单位攻击敌方时;Lorsque l'une de nos unit閟 a閞iennes attaque l'ennemi.;Wenn eine unserer Lufteinheiten den Feind angreift;;Cuando una de nuestras unidades a閞eas ataca al enemigo;;;;;;;;;x,,,,,,
AIRATTACKTHEM_HEADER;$chief_of_air$报告;$chief_of_air$ signale que;$chief_of_air$ berichtet:;;$chief_of_air$ nos informa de que;;;;;;;;;x,,,,,,
AIRATTACKTHEM_1;遭遇敌军!;nous avons engag?le combat avec l'ennemi !;Aufeinandertreffen mit dem Feind!;;emos entablado combate con el enemigo!;;;;;;;;;x,,,,,,
AIRATTACKTHEM_2;$MONARCHTITLE$，我方空军正在以下地区上空攻击敌军;$MONARCHTITLE$, nos forces a閞iennes ont attaqu?l'ennemi dans la province;$MONARCHTITLE$, unsere Luftwaffe befindet sich im Kampf mit dem Feind in;;$MONARCHTITLE$, nuestra fuerza a閞ea ha atacado a nuestro enemigo en;;;;;;;;;x,,,,,
AIRATTACKTHEM_3;$PROV$。;$PROV$.;$PROV$.;;$PROV$.;;;;;;;;;x,,,,,,
AIRATTACKTHEM_4;来自$DEFENDER$的飞机将会被摧毁;Les avions de $DEFENDER$ seront d閠ruits par;Die Flugzeuge aus $DEFENDER$ werden zerst鰎t werden von;;Los aviones de $DEFENDER$ ser醤 destruidos por;;;;;;;;;x,,,,,,
AIRATTACKTHEM_5;$ATTUNIT$\n攻击\n$DEFUNIT$;les $ATTUNIT$\nattaquant les\n$DEFUNIT$.;$ATTUNIT$\nattackiert\n$DEFUNIT$;;$ATTUNIT$\natacando a\n$DEFUNIT$;;;;;;;;;x,,,,,,
AIRATTACKTHEM_6;*;*;*;;*;;;;;;;;;x,,,,,,
AIRATTACKTHEM_LOG;我方空军正在$PROV$上空攻击目标。;Nos forces a閞iennes ont engag?des cibles au-dessus de la province $PROV$.;Unsere Flotte greift Ziele an 黚er $PROV$.;;Nuestra fuerza a閞ea ha entablado combate con objetivos sobre $PROV$.;;;;;;;;;x,,,,,,
AIRATTACKTHEM_BTN1;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
AIRATTACKTHEM_BTN2;好的;OK;OK;;OK;;;;;;;;;x,,,,,,
AIRATTACKTHEM_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x,,,,,,
AIRATTACKTHEM_MAP;*;*;*;;*;;;;;;;;;x,,,,,,
AIRATTACKUS_SETUP;当我方空军遭到敌方空军的攻击时;Lorsque l'une de nos unit閟 a閞iennes est attaqu閑 par l'ennemi.;Wenn eine unserer Lufteinheiten vom Feind angegriffen wird;;Cuando una de nuestras unidades a閞eas es atacada por el enemigo;;;;;;;;;x,,,,,,
AIRATTACKUS_HEADER;$chief_of_air$报告;$chief_of_air$ signale que;$chief_of_air$ berichtet:;;$chief_of_air$ nos informa de que;;;;;;;;;x,,,,,,
AIRATTACKUS_1;飞机遭到攻击!;certains de nos avions sont attaqu閟 !;Unsere Flugzeuge werden angegriffen!;;tacan a nuestros aviones!;;;;;;;;;x,,,,,,
AIRATTACKUS_2;$MONARCHTITLE$，我方飞机正在以下地区上空遭到敌军攻击;$MONARCHTITLE$, nous avons re鐄 des rapports faisant 閠at que certains de nos avions ont 閠?attaqu閟 par des avions ennemis au-dessus de la province;$MONARCHTITLE$, es wird gemeldet, dass unsere Flugzeuge von Feindflugzeugen angegriffen wurden in ;;$MONARCHTITLE$, nos informan que aeronaves hostiles han atacado a nuestros aviones sobre;;;;;;;;;x,,,,,
AIRATTACKUS_3;$PROV$。;$PROV$.;$PROV$.;;$PROV$.;;;;;;;;;x,,,,,,
AIRATTACKUS_4;$ATTACKER$的飞机;Avions de $ATTACKER$ comportant;Flugzeuge aus $ATTACKER$ mit;;Aeronaves de $ATTACKER$ con;;;;;;;;;x,,,,,,
