LOADING_DATABASES;¶ÁÈ¡Êı¾İ¿â¡­¡­;Chargement des bases de données…;Datenbanken werden geladen ...;Wczytywanie baz danych...;Cargando bases de datos...;Caricamento database in corso...;Adatbázis betöltése…;Nahrávání databází...;;;;;;x
LOADING_DATABASES2;¶ÁÈ¡Êı¾İ¿âII¡­¡­;Chargement des bases de données II…;;;Cargando bases de datos II...;;;;;;;;;x
INIT_MAP_LOGIC;³õÊ¼»¯µØÍ¼¡­¡­;Initialisation Maplogic…;Maplogic wird initialisiert ...;Uruchamianie Maplogic...;Inicializando lógica de mapa...;Inizializzazione Maplogic in corso...;Pályaútvonalak töltése…;Inicializace systému map…;;;;;;x
CREATING_CHKSUM;´´½¨Ğ£Ñéµã¡­¡­;Création de somme de contrôle…;Prüfsumme wird erstellt ...;Tworzenie sumy kontrolnej...;Creando total de chequeos...;Creazione checksum in corso...;Ellenõrzõ összeg létrehozása…;Vytváøení hodnot souètù...;;;;;;x
LOADING_HISTORY;¶ÁÈ¡ÀúÊ·ÎÄ¼ş¡­¡­;Chargement des fichiers historiques...;Geschichtsdateien werden geladen ...;Wczytywanie plików historycznych...;Cargando archivos de historia...;Caricamento file storia in corso...;Történelmi fájlok betöltése…;Nahrávání souborù s historií...;;;;;;x
LOADING_SOUNDS;¶ÁÈ¡ÉùÒô¡­¡­;Chargement des sons…;Sounddateien werden geladen ...;Wczytywanie dŸwiêków...;Cargando sonidos...;Caricamento suoni in corso...;Hangok betöltése…;Nahrávání zvukù...;;;;;;x
PROC_FLAGS;´¦Àí±äÁ¿¡­¡­;Traitement des drapeaux…;Flaggen werden verarbeitet ...;Przetwarzanie flag...;Procesando banderas...;Elaborazione flag in corso...;Zászlók feldolgozása…;Zpracování vlajek...;;;;;;x
LOAD_FLAGS;¶ÁÈ¡±äÁ¿¡­¡­;Chargement des drapeaux…;Flaggen werden geladen ...;Wczytywanie flag...;Cargando banderas...;Caricamento flag in corso...;Zászlók betöltése…;Nahrávání vlajek...;;;;;;x
LOAD_GFX;¶ÁÈ¡Í¼Ïñ¡­¡­;Chargement des graphismes…;Grafiken werden geladen ...;Wczytywanie grafiki...;Cargando gráficos...;Caricamento grafica in corso...;Grafikák betöltése…;Nahrávání grafiky...;;;;;;x
CREATING_THE_WORLD;´´½¨ÊÀ½ç¡­¡­;Création du monde…;Die Welt wird erstellt ...;Tworzenie œwiata...;Creando el mundo...;Creazione mondo in corso...;Világ létrehozása…;Vytváøení svìta...;;;;;;x
CREATING_TREES;´´½¨Ê÷Ä¾¡­¡­;Création des arbres...;Bäume werden erstellt ...;Tworzenie drzew...;Creando árboles...;Creazione alberi in corso...;Fák létrehozása…;Vytváøení porostù...;;;;;;x
CREATING_BORDERS;´´½¨±ß½ç¡­¡­;Création des frontières...;Grenzen werden erstellt ...;Tworzenie granic...;Creando fronteras...;Creazione confini in corso...;Országhatárok létrehozása…;Vytváøení hranic...;;;;;;x
CREATING_RIVERS;´´½¨ºÓÁ÷¡­¡­;Création des fleuves...;Flüsse werden erstellt ...;Tworzenie rzek...;Creando ríos...;Creazione fiumi in corso...;Folyók létrehozása…;Vytváøení øek...;;;;;;x
MAP_PROPERLY_INIT;µØÍ¼ÍêÈ«³õÊ¼»¯¡­¡­;Initialisation de la carte réussie…;Karte korrekt initialisiert ...;Mapa uruchomiona prawid³owo...;Mapa inicializado con éxito...;Mappa inizializzata correttamente...;A pálya betöltve…;Mapa byla správnì inicializována...;;;;;;x
CREATING_PROVINCE;´´½¨Ê¡·İ #;Création de province #;Erstellung der Provinz#;Tworzenie prowincji;Creando provincia #;Creazione provincia # in corso...;Provincia létrehozása…;Vytváøení provincie #;;;;;;x
CREATING_TEXTS;´´½¨ÎÄ±¾¡­¡­;Création des textes…;Texte werden erstellt ....;Tworzenie tekstów...;Creando textos....;Creazione testi in corso...;Szövegek létrehozása…;Vytváøení textù...;;;;;;x
LOAD_EVENTS;¶ÁÈ¡ÊÂ¼ş¡­¡­;Chargement des évènements…;Ereignisse werden geladen ...;Wczytywanie zdarzeñ...;Cargando eventos...;Caricamento eventi in corso...;Események betöltése…;Nahrávání událostí...;;;;;;x
ADAPTING_HISTORY;µ÷½ÚÀúÊ·¡­¡­;Adaptation de l'Histoire…;Geschichte wird angepasst...;Przystosowywanie historii...;adaptando historia...;Adattamento storia in corso...;Történelmi fájlok betöltése…;Adaptace historie...;;;;;;x
CALC_PATHS;¼ÆËãÂ·¾¶¡­¡­\nÕâ½«ĞèÒª¼¸·ÖÖÓ¡£;Calcul des chemins…\nCela peut prendre plusieurs minutes.;Pfade werden berechnet ...\nDies kann einige Minuten dauern.;Obliczanie œcie¿ek...\nTo mo¿e potrwaæ kilka minut.;Calculando rutas...\nEsto puede llevar varios minutos.;Calcolo percorsi in corso... \nQuesta operazione potrebbe richiedere qualche minuto.;Útvonalak kiszámítása…\n Ez néhány percet is igénybe vehet…;Vıpoèet cest...\nTo mùe trvat nìkolik minut.;;;;;;x
FE_TOGGLE;¿ìËÙ¿ªÊ¼;Démarrage rapide;Schnellstart;;Inicio rápido;;;;;;;;;x
FE_TOGGLE_NORMAL;×Ô¶¨Òå¿ªÊ¼;Démarrage personnalisé;Benutzerdefinierter Start;;Inicio personalizado;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# Quick Start Texts;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
FE_QS_GER_TITLE;µÂ¹ú£¬1939Äê¾ÅÔÂ;;;;;;;;;;X
FE_QS_GER_GOAL;Õ÷·ş»ªÉ³ºÍ°ÍÀè;;;;;;;;;;X
FE_QS_GER_INFO;Õâ¸ö¾ç±¾µÄÖØµãÖ÷Òª¼¯ÖĞÓÚÕ½Õù¡£Äã¿ÉÒÔÍê\nÈ«¿ØÖÆÄãµÄ¾üÊÂÁ¦Á¿£¬¶øµçÄÔ½«ÎªÄã×Ô¶¯´¦\nÀíÆäËûÊÂÎñ¡£\n;;;;;;;;;;X
FE_QS_SOV_TITLE;ËÕÁª£¬1941ÄêÁùÔÂ;;;;;;;;;;X
FE_QS_SOV_GOAL;ÊØ×¡Ë¹´óÁÖ¸ñÀÕ£¬ÄªË¹¿ÆºÍÁĞÄş¸ñÀÕ;;;;;;;;;;X
FE_QS_SOV_INFO;ÍêÈ«¿ØÖÆËÕÁªµÄ¾üÊÂÁ¦Á¿ºÍÉú²ú¡£µçÄÔ½«Îª\nÄã×Ô¶¯´¦Àí¿ÆÑĞ¡¢Íâ½»¡¢Çé±¨ºÍÕşÖÎÊÂÎñ¡£\n;;;;;;;;;;X
FE_QS_JAP_TITLE;ÈÕ±¾£¬1941ÄêÊ®¶şÔÂ;;;;;;;;;;X
FE_QS_JAP_GOAL;Õ÷·şÏÄÍşÒÄºÍ¹Ï´ï¶û¿¨ÄÉ¶ûµº;;;;;;;;;;X
FE_QS_JAP_INFO;¿ØÖÆÇ¿ÓĞÁ¦µÄÈÕ±¾º£¾ü¼°µÇÂ½²¿¶ÓÀ´Õ÷·şÌ«\nÆ½Ñó¡£µçÄÔ½«ÔÚÆäËû·½Ãæ°ïÖúÄã²Ù¿Ø¹ú¼ÒµÄ\n¸÷¸ö²¿·Ö¡£\n;;;;;;;;;;X
FE_QS_USA_TITLE;ÃÀ¹ú£¬1936ÄêÒ»ÔÂ;;;;;;;;;;X
FE_QS_USA_GOAL;²ÎÕ½;;;;;;;;;;X
FE_QS_USA_INFO;Äã¿ÉÒÔÍêÈ«¿ØÖÆÉú²ú¡¢¿ÆÑĞ¡¢ÕşÖÎºÍÇé±¨£¬\nÔÚ´Ë»ù´¡ÉÏ´Ù½øÃÀ¹ú×¼±¸ºÃ²Î¼ÓµÚ¶ş´ÎÊÀ½ç\n´óÕ½£¬´Ó·¨Î÷Ë¹ÊÖÖĞÕü¾ÈÊÀ½ç¡£\n;;;;;;;;;;X
######################################################################;;;;;;;;;;;;;;x
######################################################################;;;;;;;;;;;;;;x
# Settings ;;;;;;;;;;;;;;x
FE_SETTING_DIPLOMACY;Íâ½»;Diplomatie;Diplomatie;;Diplomacia;;;;;;;;;x
FE_SETTING_PRODUCTION;Éú²ú;Production;Produktion;;Producción;;;;;;;;;x
FE_SETTING_POLITICS;ÕşÖÎ;Politique;Politik;;Política;;;;;;;;;x
FE_SETTING_INTEL;Çé±¨;Espionnage;Aufklärung;;Inteligencia;;;;;;;;;x
FE_SETTING_TECHNOLOGY;¿ÆÑĞ;Technologie;Technologie;;Tecnología;;;;;;;;;x
FE_SETTING_UNITINTERFACE;²¿¶Ó;Armées;Armeen;;Ejércitos;;;;;;;;;x
DIFF_VERY_EASY;·Ç³£¼òµ¥;Très facile;Sehr leicht;;Muy fácil;;;;;;;;;x
DIFF_EASY;¼òµ¥;Facile;Leicht;;Fácil;;;;;;;;;x
DIFF_NORMAL;Õı³£;Normal;Normal;;Normal;;;;;;;;;x
DIFF_HARD;À§ÄÑ;Difficile;Schwer;;Difícil;;;;;;;;;x
DIFF_VERY_HARD;·Ç³£À§ÄÑ;Très difficile;Sehr schwer;;Muy difícil;;;;;;;;;x
OPT_EASY;Õı³£;Normal;Normal;;Normal;;;;;;;;;x
OPT_EXPERT;×¨¼Ò;Expert;Experte;;Experto;;;;;;;;;x
OPT_AICONTROL;µçÄÔ¿ØÖÆ;Contrôle de l'IA;KI-Kontrolle;;Control de la IA;;;;;;;;;x
OPT_AI_CORP;µçÄÔ¿ØÖÆ¾ü¼¶µ¥Î»;Corps contrôlés par l'IA;KI kontrolliert Korps;;La IA controla los cuerpos;;;;;;;;;x
OPT_AI_ARMY;µçÄÔ¿ØÖÆ¼¯ÍÅ¾ü¼¶µ¥Î»;Armées contrôlés par l'IA;KI kontrolliert Armeen;;La IA controla los ejércitos;;;;;;;;;x
OPT_AI_ARMY_GROUP;µçÄÔ¿ØÖÆ¼¯Èº¼¶µ¥Î»;Groupes d'armées contrôlés par l'IA;KI kontrolliert Armeegruppen;;La IA controla los grupos de ejército;;;;;;;;;x
OPT_AI_THEATER;µçÄÔ¿ØÖÆÕ½Çø¼¶µ¥Î»;Théâtres des opérations contrôlés par l'IA;KI kontrolliert Kriegsschauplätze;;La IA controla los teatros;;;;;;;;;x
OPT_PLAYER_CONTROL;Íæ¼Ò¿ØÖÆ;Contrôle du joueur;Spielersteuerung;;Control del jugador;;;;;;;;;x
OPT_NORMAL;Õı³£;Normal;Normal;;Normal;;;;;;;;;x
######################################################################;;;;;;;;;;;;;;x
######################################################################;;;;;;;;;;;;;;x
# Misc ;;;;;;;;;;;;;;x
FE_HEAD_OF_STATE;¹ú¼ÒÔªÊ×;Chef de l'état;Staatsoberhaupt;;Jefe de Estado;;;;;;;;;x
ATPEACE;´¦ÓÚºÍÆ½¡£;En paix.;Im Frieden;;En paz.;;;;;;;;;x
ATWAR;´¦ÓÚÕ½Õù¡£;En guerre.;Im Krieg;;En guerra.;;;;;;;;;x
WORLD_YEAR;$YEAR$Äê$MONTH$$DAY$ÈÕ§Y$NAME$§W;§Y$NAME$§W, $DAY$ $MONTH$ $YEAR$;;;§Y$NAME$§W, $DAY$ de $MONTH$, $YEAR$;;;;;;;;;x
CORE_PAUSED;ÔİÍ£;PAUSE;PAUSE;PAUZA;PAUSA;PAUSA;Szünet;PAUZA;;;;;;x
SM_SETTINGS;ÉèÖÃ;Paramètres;Einstellungen;Ustawienia;Configuración;Impostazioni;Beállítások;Nastavení;;;;;;x
SM_GAME;ÓÎÏ·;Jeu;Spiel;Gra;Juego;Partita;Játék;Hra;;;;;;x
SM_VIDEO;ÊÓÆµ;Vidéo;Grafik;Grafika;Vídeo;Video;Videó;Grafika;;;;;;x
SM_AUDIO;ÒôÆµ;Audio;Sound;DŸwiêk;Sonido;Audio;Hangok;Zvuk;;;;;;x
SM_CONTROLS;¿ØÖÆ;Contrôles;Maus;Mysz;CONTROLES;Comandi;Irányítás;Ovládání;;;;;;x
SM_MASTER_VOLUME;Ö÷ÒôÁ¿;Volume principal;Hauptlautstärke;G³oœnoœæ ogólna;Volumen principal;Volume generale;Hangerõ;Celková hlasitost;;;;;;x
SM_EFFECT_VOLUME;Ğ§¹ûÒôÁ¿;Volume des effets sonores;Soundeffektlautstärke;G³oœnoœæ efektów;Volumen de los efectos;Volume effetti;Effektek hangereje;Hlasitost zvukovıch efektù;;;;;;x
SM_MUSIC_VOLUME;ÒôÀÖÒôÁ¿;Volume de la musique;Musiklautstärke;G³oœnoœæ muzyki;Volumen de la música;Volume musica;Zene hangereje;Hlasitost hudby;;;;;;x
SM_SCROLL_SPEED;¾íÆÁËÙ¶È;Vitesse de défilement;Scrollgeschwindigkeit;Prêdkoœæ przewijania;Velocidad de desplazamiento;Velocità scorrimento;Görgetés sebessége;Rychlost posouvání;;;;;;x
SM_ZOOM_SPEED;Ëõ·ÅËÙ¶È;Vitesse du zoom;Zoomgeschwindigkeit;Prêdkoœæ skalowania;Velocidad de zoom;Velocità zoom;Nagyítás sebessége;Rychlost zaostøování;;;;;;x
SM_MOUSE_SPEED;Êó±êËÙ¶È;Vitesse de la souris;Mausgeschwindigkeit;Prêdkoœæ myszy;Velocidad del ratón;Velocità mouse;Egér sebessége;Rychlost myši;;;;;;x
SM_RESOLUTION;·Ö±æÂÊ;Résolution;Auflösung;Rozdzielczoœæ;Definición;Risoluzione;Felbontás;Rozlišení;;;;;;x
SM_REFRESH_RATE;Ë¢ĞÂÂÊ;Taux de rafraîchissement;Bildwiederholrate;Prêdkoœæ odœwie¿ania;Tasa de actualización;Aggiornamento;Frissítési frekvencia;Obnovovací frekvence;;;;;;x
SM_GAMMA;ÁÁ¶È;Gamma;Gamma;Gamma;Gamma;Gamma;Gamma;Jas (Gamma);;;;;;x
SM_SHADOWS;ÒõÓ°;Ombres;Schatten;Cienie;Sombras;Ombre;Árnyékok;Stínování;;;;;;x
SM_TREES;Ê÷Ä¾;Arbres;Bäume;Drzewa;Árboles;Alberi;Fák;Stromy;;;;;;x
SM_DIFFICULTY;À§ÄÑ¶È;Difficulté;Schwierigkeit;Trudnoœæ;Dificultad;Difficoltà;Nehézség;Obtínost;;;;;;x
SM_AUTOSAVE_INTERVAL;×Ô¶¯´¢´æ¼ä¸ô;Intervalle de sauvegarde automatique;Intervall f. autom. Speichern ;Przedzia³ autozapisu;Intervalo de guardado automático;Intervallo autosalvataggio;Automentés idõköze;Interval automatického ukládání;;;;;;x
SM_APPLY;Ó¦ÓÃ;Appliquer;Anwenden;Zastosuj;Aplicar;Applicare;Alkalmaz;Pouít;;;;;;x
SM_BACK;·µ»Ø;Retour;Zurück;Powrót;Atrás;Indietro;Vissza;Zpìt;;;;;;x
SM_ALERT;¾¯¸æ;Alerte;Benachrichtigung;Powiadomienie;Alerta;Avvertimento;Riadó;Vıstraha;;;;;;x
SM_RESTART;ÄãĞèÒªÖØÆôÓÎÏ·ÒÔÊµÏÖ¸ü¸ÄºóµÄĞ§¹û¡£;Vous devez redémarrer pour que la modification prenne effet.;Sie müssen den Rechner neu starten, damit die Änderung in Kraft treten kann.;Aby zmiany zosta³y zapisane, musisz ponownie uruchomiæ grê.;Tendrás que reiniciar para que los cambios surtan efecto.;Per rendere attive le modifiche è necessario riavviare.;Az érvénybeléptetéshez újra kell indítanod a programot.;Zmìny se uplatní a po restartu hry.;;;;;;x
SM_WP;ÉèÖÃÎÄ¼şĞ´Èë´íÎó£¬È·ÈÏÎÄ¼şÃ»ÓĞĞ´±£»¤ºóÖØÊÔ¡£;Erreur lors de l'écriture du fichier de paramètres. Vérifiez qu'il n'est pas protégé et réessayez.;Fehler beim Schreiben der Einstellungsdatei. Prüfen Sie, ob die Datei schreibgeschützt ist und versuchen Sie es erneut;B³¹d podczas zapisu pliku ustawieñ. SprawdŸ, czy plik nie jest chroniony przed zapisem i spróbuj ponownie.;Error de escritura en el archivo de configuración. Comprueba que el archivo no esté protegido contra escritura e inténtalo de nuevo.;Errore di scrittura nel file delle impostazioni. Controllare che il file non sia protetto da scrittura e riprovare.;Hiba, nem sikerült írni a beállításat tartalmazó fálba. Ellenõrizd, hogy a fájl nem írás;Chyba pøi zapisování do souboru s nastavením. Ovìøte, zda soubor není chránìn pøed zápisem, a pokus opakujte.;;;;;;x
FE_HOST;Ö÷»ú;Héberger;Host;Stwórz grê.;Anfitrión;Host;Hoszt;Hostitel;;;;;;x
FE_JOIN_LAN_GAME;¼ÓÈë¾ÖÓòÍøÓÎÏ·;Rejoindre une partie LAN;LAN-Spiel beitreten;Do³¹cz do gry w sieci LAN.;Unirse a juego en LAN;Partecipare a partita LAN;Csatlakozás LAN játékhoz;Pøipojit se ke høe v síti LAN;;;;;;x
FE_JOIN_INTERNET_GAME;¼ÓÈëInternetÓÎÏ·;Rejoindre une partie sur Internet;Internetspiel beitreten;Do³¹cz do gry internetowej.;Unirse a juego en Internet;Partecipare a partita Internet;Csatlakozás Internetes játékhoz;Pøipojit ke høe v Internetu;;;;;;x
FE_SCAN;ËÑË÷;Rechercher;SCAN;skanuj;exploración RAD;scansione;keresés;sken;;;;;;x
FE_METASERVER;×÷Îª·şÎñÆ÷;Métaserveur;Metaserver;Metaserwer;Metaserver;Metaserver;Köztes szerver;Primární server;;;;;;x
FE_BACK;·µ»Ø;Retour;Zurück;Powrót;Atrás;Indietro;Vissza;Zpìt;;;;;;x
FE_PLAYER;Íæ¼Ò;Joueur;Spieler;Gracz;Jugador;Giocatore;Játékos;Hráè;;;;;;x
FE_PLAYER_NAME;Íæ¼ÒĞÕÃû£º;Nom du joueur :;Spielername:;Nazwa gracza:;Nombre del jugador:;Nome giocatore:;Játékos név:;Jméno hráèe:;;;;;;x
FE_SINGLE_PLAYER;µ¥ÈËÓÎÏ·;Un joueur;Einzelspieler;Gra pojedyncza;Un jugador;Giocatore singolo;Egyjátékos mód;Hra pro jednoho hráèe;;;;;;x
FE_MULTI_PLAYER;¶àÈËÓÎÏ·;Multi-joueurs;Mehrspieler;Gra wieloosobowa;Multijugador;Multigiocatore;Többjátékos mód;Hra pro více hráèù;;;;;;x
FE_OPTIONS;Ñ¡Ïî;Options;Optionen;Opcje;Options;Opzioni;Beállítások;Monosti;;;;;;x
FE_CREDITS;ÖÆ×÷Ãûµ¥;Générique;Credits;Twórcy gry;Créditos;Riconoscimenti;Készítõk;Autoøi;;;;;;x
FE_EXIT;ÍË³ö;Quitter;Beenden;Wyjœcie;Salir;Esci;Kilépés;Konec;;;;;;x
FE_NATION_TO_PLAY;Ñ¡ÔñÄãÏëÒªÊ¹ÓÃµÄ¹ú¼Ò¡£;Cliquez sur la nation avec laquelle vous voulez jouer…;Klicken Sie auf das Land, dessen Geschicke Sie leiten möchten …;Kliknij pañstwo, którym chcesz w³adaæ...;Haz clic en la nación con la que desees jugar...;Fare clic sulla nazione con cui si desidera giocare...;Kattints arra a nemzetre, amelyikkel játszani szeretnél;Klepnutím vyberte národ, za kterı chcete hrát...;;;;;;x
FE_NEW_GAME;¿ªÊ¼ĞÂÓÎÏ·;Nouvelle partie;Neues Spiel;Nowa gra;Nueva partida;Nuova partita;Új játék;Nová hra;;;;;;x
FE_SAVE_GAME;´¢´æÓÎÏ·;Sauvegarder des parties;Spiele speichern;Zapisz grê;Guardar partida;Salva partite;Mentések;Uloit hry;;;;;;x
FE_HISTORICAL_START;Ê·Êµ¿ª¾Ö;Début historique;Historischer Start;Start historyczny;Inicio histórico;Avvio storico;Történelemhûség;Historickı zaèátek;;;;;;x
FE_SAVED_GAMES;´Ó´æµµ¿ªÊ¼;Parties sauvegardées;Spielestände;Zapisane gry;Partidas guardadas;Partite salvate;Mentések;Uloené hry;;;;;;x
FE_SELECT_NATION;µã»÷µØÍ¼ÒÔÑ¡Ôñ¹ú¼Ò¡£;Select one of the 4 countries below.;Select one of the 4 countries below.;Select one of the 4 countries below.;Select one of the 4 countries below.;Select one of the 4 countries below.;Select one of the 4 countries below.;Select one of the 4 countries below.;;;;;;x
FE_NO_COUNTRY_SELECTED;ÉĞÎ´Ñ¡Ôñ¹ú¼Ò;Aucun pays n'est sélectionné;Kein Land ausgewählt;Nie wybrano pañstwa;No se ha seleccionado país;Nessun paese selezionato;Nincs ország kijelölve.;Nebyla vybrána ádná zemì;;;;;;x
FE_MILITARY;¾üÊÂ;Militaire;Militär;Wojsko;Militar;Militare;Hadsereg;Vojenství;;;;;;x
FE_ECONOMY;¾­¼Ã;Économie;Wirtschaft;Ekonomia;Economía;Economia;Gazdaság;Ekonomika;;;;;;x
FE_DIPLOMACY;Íâ½»;Diplomatie;Diplomatie;Dyplomacja;Diplomacia;Diplomazia;Diplomácia;Diplomacie;;;;;;x
FE_DIFFICULTY;ÄÑ¶È;Difficulté :;Schwierigkeit:;Trudnoœæ:;Dificultad:;Difficoltà:;Nehézség:;Obtínost:;;;;;;x
FE_AT_WAR;Õ½Õù×´Ì¬£º;En guerre :;Im Krieg:;W stanie wojny:;En guerra:;In guerra:;Háborúban:;Ve válce:;;;;;;x
FE_ALLIES;Í¬ÃË¹ú¼Ò£º;Alliés :;Bündnispartner:;Sojusze:;Aliados:;Alleati:;Szövetségesek:;Spojenci:;;;;;;x
FE_LOAD;¶ÁÈ¡;CHARGER;LADEN;WCZYTAJ;CARGAR;CARICARE;BETÖLTÉS;NAHRÁT;;;;;;x
FE_BOOKEDMARKED;Õ½ÒÛÊ±¼ä£º;Dates ayant un signet :;Markierte Daten:;Oznaczone daty:;Fechas señaladas:;Date importanti:;Mentett idõpontok;Oznaèená data:;;;;;;x
FE_STARTING_DATE;¿ªÊ¼Ê±¼ä;Date de début;Startdatum;Data pocz¹tkowa;Fecha de inicio;Data di inizio;Kezdés dátuma;Datum startu;;;;;;x
FE_BOOKMARK_TITLE;Õ½ÒÛÃû³Æ;Titre du signet;Titelmarkierung;Tytu³ zak³adki;Señalar título;Titolo data importante;Könyvjelzõ neve;Titul záloky;;;;;;x
FE_BOOKMARK_DATE;Õ½ÒÛÊ±¼ä;Appliquer un signet à la date;Datumsmarkierung;Data zak³adki;Señalar fecha;Data importante;Könyvjelzõ dátuma;Datum záloky;;;;;;x
FE_LOCAL_GAMES;±¾µØÓÎÏ·;parties locales;lokale Spiele;gry lokalne;Partidas locales;partite in locale;helyi játékok;místní hry;;;;;;x
FE_MY_GAME;ÎÒµÄÓÎÏ·;Ma partie;Mein Spiel;Moja gra;Mi partida;Partita personale;Saját játék;Má hra;;;;;;x
FE_CANCEL;È¡Ïû;Annuler;Abbrechen;Anuluj;Cancelar;Annullare;Mégse;Zrušit;;;;;;x
PLAYER_LOST_TITLE;Íæ¼Ò¶Ï¿ªÁ¬½Ó¡£;Joueur déconnecté.;Verbindung zum Spieler getrennt.;Gracz niedostêpny;Jugador desconectado.;Giocatore disconnesso.;Játékos lekapcsoldódott;Hráè byl odpojen.;;;;;;x
PLAYER_LOST_DESC;Íæ¼Ò$playername$¶Ï¿ªÁËÁ¬½Ó£¬Ñ¡ÔñÄãµÄĞĞ¶¯¡£;Joueur(s) $playername$ déconnecté(s). Choisissez votre action.;Verbindung der/des Spieler/s $playername$ getrennt.;Gracz(e) $playername$ niedostêpny(-ni). Wybierz opcjê.;Jugador(s) $playername$ desconectado. Escoge una acción.;Giocatore/i $playername$ disconnesso/i. Cosa intendi fare?;$playername$ játékos lekapcsolódott. Válassz valamit.;Hráè $playername$ byl odpojen. Vyberte akci.;;;;;;x
SERVER_LOST_TITLE;¶ªÊ§Ö÷»ú£¡;Connexion perdue avec le serveur !;Serververbindung getrennt!;Serwer niedostêpny!;¡Servidor perdido!;Server scollegato!;A szerverkapcsolat megszakadt!;Server ztracen!;;;;;;x
SERVER_LOST_DESC;Ö÷»úÒÑ¾­¶ªÊ§£¬ÓÎÏ·¼´½«ÖÕÖ¹¡£;Le serveur a été perdu. La partie va être terminée.;Die Serververbindung wurde getrennt. Das Spiel wird beendet.;Serwer jest niedostêpny. Nast¹pi koniec gry.;Se ha perdido el servidor. La partida finalizará.;Il server non è più collegato. La partita verrà terminata.;A szerverkapcsolat megszakadt. Véget ért a játék.;Server byl ztracen. Hra skonèí.;;;;;;x
OK;ºÃµÄ;Ok;Ok;OK;Aceptar;Ok;Rendben;Ok;;;;;;x
CANCEL;È¡Ïû;Annuler;Abbrechen;Anuluj;Cancelar;Annullare;Mégsem;Zrušit;;;;;;x
